address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Joaquim Jose Esteves,Santo Amaro,329,4,3,15000,26550,Sul,True,False,False,False
Rua Joaquim Jose Esteves,Santo Amaro,338,4,3,15000,24540,Sul,True,False,False,False
Rua Joaquim Jose Esteves,Santo Amaro,340,4,3,11250,18890,Sul,True,False,False,False
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,65,1,0,2700,2938,Outro,False,False,False,True
Avenida Washington Luis,Santo Amaro,170,4,3,5600,7937,Sul,True,False,False,False
Avenida Washington Luis,Santo Amaro,180,3,2,5000,7237,Sul,True,False,False,False
Rua Marechal Deodoro,Santo Amaro,37,1,1,3750,4760,Sul,False,False,False,True
Rua Marechal Deodoro,Santo Amaro,37,1,1,3750,4760,Sul,True,False,False,False
Rua Republica do Iraque,Brooklin Paulista,150,2,1,3000,3136,Outro,False,True,False,False
Rua Joao Pimenta,Santo Amaro,185,4,1,8250,13580,Sul,True,False,False,False
Rua Sao Benedito,Santo Amaro,157,3,2,4220,6306,Sul,True,False,False,False
Rua Sao Benedito,Santo Amaro,147,3,1,5286,7114,Sul,True,False,False,False
Rua Barao de Jaceguai,Campo Belo,498,3,6,8430,10210,Sul,False,True,False,False
Rua Sao Benedito,Santo Amaro,70,1,1,4400,5670,Sul,True,False,False,False
Rua Sao Benedito,Outros,74,2,2,6000,7378,Outro,True,False,False,False
Avenida Washington Luis,Santo Amaro,320,3,3,11000,14830,Sul,True,False,False,False
Avenida Washington Luis,Santo Amaro,280,4,3,8500,12900,Sul,True,False,False,False
Avenida Washington Luis,Santo Amaro,310,4,4,14000,19200,Sul,True,False,False,False
Avenida Washington Luis,Santo Amaro,299,4,3,10000,13960,Sul,True,False,False,False
Rua Xavier Gouveia,Outros,154,3,3,13500,16280,Outro,True,False,False,False
Avenida Vereador Joao de Luca,Jardim Prudencia,60,2,1,3330,4361,Outro,True,False,False,False
Rua Sao Jose,Santo Amaro,330,3,3,12000,18150,Sul,True,False,False,False
Rua Conde de Porto Alegre,Campo Belo,370,4,5,15000,17160,Sul,False,True,False,False
Avenida Washington Luis,Santo Amaro,305,4,4,14530,19010,Sul,True,False,False,False
Rua Sao Jose,Santo Amaro,216,3,4,6000,9954,Sul,True,False,False,False
Rua Zacarias de Gois,Outros,140,3,1,4200,4628,Outro,False,True,False,False
Rua Vicente Leporace,Campo Belo,300,5,4,13000,13800,Sul,False,True,False,False
Rua Bernardino de Campos,Campo Belo,163,3,2,5250,5715,Sul,False,True,False,False
Rua Jose Neves,Outros,69,2,1,1990,2854,Outro,True,False,False,False
Rua do Estilo Barroco,Chacara Santo Antonio (zona Sul),180,3,2,7600,8143,Outro,False,True,False,False
Rua Volta Redonda,Campo Belo,159,3,2,6400,8972,Sul,True,False,False,False
"Campo Belo, Sao Paulo - Sp, 04610-001, Brasil",Campo Belo,260,4,4,11900,16930,Sul,True,False,False,False
"Santo Amaro, Sao Paulo - Sp, 04741-178, Brasil",Santo Amaro,464,4,5,12000,15000,Sul,False,True,False,False
Rua Joao Noel Von Sonnleithner,Outros,500,3,3,7875,8818,Outro,False,True,False,False
Rua Jose dos Santos Junior,Campo Belo,350,4,3,15000,15940,Sul,False,True,False,False
Rua Caconde,Jardim Paulista,180,3,1,15000,18400,Oeste,True,False,False,False
Rua Caconde,Jardim Paulista,122,2,0,3200,5114,Oeste,True,False,False,False
Rua Veneza,Jardim Paulista,200,5,3,8000,9025,Oeste,False,True,False,False
Rua Caconde,Jardim Paulista,278,4,3,13000,19730,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,383,3,3,8000,12640,Oeste,True,False,False,False
Rua Queluz,Jardim Paulista,220,3,2,9500,12530,Oeste,True,False,False,False
Rua Guarara,Jardim Paulista,126,3,1,10300,13370,Oeste,True,False,False,False
Rua Manuel da Nobrega,Paraiso,147,3,2,9500,11230,Outro,True,False,False,False
Rua Manuel da Nobrega,Paraiso,128,3,2,6600,8578,Outro,True,False,False,False
Rua Manuel da Nobrega,Paraiso,120,3,2,6700,7985,Outro,True,False,False,False
Rua Manuel da Nobrega,Paraiso,124,3,2,7000,8533,Outro,True,False,False,False
Alameda Campinas,Jardim Paulista,170,4,2,9300,12690,Oeste,True,False,False,False
Rua Salto,Paraiso,30,1,0,3600,5247,Outro,False,False,False,True
Alameda Joaquim Eugenio de Lima,Jardim Paulista,103,3,1,11000,13540,Oeste,True,False,False,False
Rua Salto,Paraiso,30,1,1,3300,4652,Outro,False,False,False,True
Alameda Campinas,Jardim Paulista,146,3,1,4020,6155,Oeste,True,False,False,False
Rua Salto,Paraiso,28,1,1,2000,3566,Outro,False,False,False,True
Rua Guarara,Jardim Paulista,120,3,2,4220,6834,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,129,2,1,7500,10610,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,100,3,1,4000,5536,Oeste,True,False,False,False
Alameda Campinas,Jardim Paulista,112,2,3,12800,16580,Oeste,True,False,False,False
Rua Manuel da Nobrega,Paraiso,112,2,1,5500,7656,Outro,True,False,False,False
Rua Osorio Duque Estrada,Paraiso,242,4,2,15000,17840,Outro,False,True,False,False
Rua Guarara,Jardim Paulista,150,3,1,9442,9806,Oeste,True,False,False,False
Rua Guarara,Jardim Paulista,150,3,2,7250,10310,Oeste,True,False,False,False
Rua Guarara,Jardim Paulista,140,3,1,8000,10820,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,170,3,1,6112,8948,Oeste,True,False,False,False
Rua Guarara,Jardim Paulista,30,1,1,3000,4859,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,100,3,0,4350,6094,Oeste,True,False,False,False
Rua Manuel da Nobrega,Paraiso,161,3,1,3506,7000,Outro,True,False,False,False
Rua Manuel da Nobrega,Paraiso,190,4,1,4500,7610,Outro,True,False,False,False
Alameda Lorena,Jardim Paulista,149,3,1,6100,8583,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,170,2,2,7000,9960,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,179,3,1,14000,16590,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,120,3,1,5000,6802,Oeste,True,False,False,False
Rua Manuel da Nobrega,Paraiso,157,3,1,5500,7418,Outro,True,False,False,False
Alameda Lorena,Jardim Paulista,150,3,1,5500,7971,Oeste,True,False,False,False
Rua Ouro Branco,Jardim Paulista,95,3,1,5180,6996,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,69,2,1,4000,5280,Oeste,True,False,False,False
Avenida Brigadeiro Luis Antonio,Jardim Paulista,105,3,1,3560,5530,Oeste,True,False,False,False
Rua Ouro Branco,Jardim Paulista,200,3,3,15000,21530,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,170,3,1,9750,12600,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,195,3,2,12500,16700,Oeste,True,False,False,False
Alameda Lorena,Jardim Paulista,30,1,1,2400,4463,Oeste,False,False,False,True
Alameda Lorena,Jardim Paulista,30,1,1,2500,4588,Oeste,True,False,False,False
Rua Ouro Branco,Outros,100,3,2,5160,6996,Outro,True,False,False,False
Rua Antonio Bento,Jardim Paulista,200,4,3,11500,12720,Oeste,False,True,False,False
Alameda Lorena,Jardim Paulista,158,3,2,7750,12810,Oeste,True,False,False,False
Rua Batataes,Pinheiros,55,1,2,3600,6105,Oeste,True,False,False,False
Rua Ouro Branco,Jardim Paulista,50,1,1,7200,8678,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,172,3,1,6562,9703,Oeste,True,False,False,False
Alameda Joaquim Eugenio de Lima,Jardim Paulista,173,3,1,6800,9426,Oeste,True,False,False,False
Rua Batataes,Jardim Paulista,59,2,2,5200,7568,Oeste,True,False,False,False
Rua Batataes,Jardim Paulista,30,2,1,3300,6344,Oeste,True,False,False,False
Alameda Campinas,Jardim Paulista,35,1,1,7000,7089,Oeste,True,False,False,False
Alameda Campinas,Jardim Paulista,60,1,1,5000,6796,Oeste,True,False,False,False
Rua Alice Manholer Piteri,Centro,78,3,2,2800,3841,Outro,True,False,False,False
Rua Ines Pereira,Brooklin,70,3,1,2194,2546,Outro,False,True,False,False
Alameda dos Arapanes,Moema,152,3,1,5000,6632,Sul,True,False,False,False
Rua Correia de Lemos,Chacara Inglesa,134,3,1,4500,5828,Outro,True,False,False,False
Rua Edison,Campo Belo,250,4,4,15000,20680,Sul,True,False,False,False
Rua Pascal,Campo Belo,233,4,4,7960,13790,Sul,True,False,False,False
Rua Juquis,Indianopolis,170,4,2,13200,16070,Outro,True,False,False,False
Rua Comendador Miguel Calfat,Vila Nova Conceicao,151,3,2,7600,10520,Outro,True,False,False,False
Largo Senador Raul Cardoso,Vila Mariana,179,3,2,8000,10990,Sul,True,False,False,False
Rua Araguari,Outros,240,3,3,11030,16440,Outro,True,False,False,False
Rua Padre Machado,Bosque da Saude,87,3,2,5950,7009,Outro,True,False,False,False
Avenida Moema,Planalto Paulista,100,4,2,7300,8772,Outro,True,False,False,False
Rua Princesa Isabel,Brooklin Paulista,127,3,2,9200,11710,Outro,True,False,False,False
Avenida Onze de Junho,Vila Clementino,130,3,2,4700,6580,Outro,True,False,False,False
Avenida Engenheiro Armando de Arruda Pereira,Jabaquara,21,1,1,1450,1506,Sul,False,False,False,True
Rua das Hortensias,Mirandopolis,170,4,2,4100,4634,Outro,False,True,False,False
Avenida Onze de Junho,Vila Clementino,140,4,2,13000,15700,Outro,True,False,False,False
Rua Elvira Ferraz,Vila Olimpia,110,3,1,4600,7007,Outro,True,False,False,False
Rua Borges Lagoa,Vila Clementino,234,4,4,6000,9866,Outro,True,False,False,False
Alameda dos Arapanes,Indianopolis,112,3,3,8000,14600,Outro,True,False,False,False
Alameda dos Araes,Planalto Paulista,367,6,4,9000,9270,Outro,False,True,False,False
Rua Grauna,Outros,141,0,0,7000,7208,Outro,False,True,False,False
Rua Michigan,Cidade Moncoes,180,3,2,9000,12630,Outro,True,False,False,False
Rua Jose Garbuio,Campo Belo,110,2,1,4900,5263,Sul,False,True,False,False
Rua Joao de Sousa Dias,Campo Belo,200,3,3,9500,13220,Sul,True,False,False,False
Rua Guaraiuva,Cidade Moncoes,400,3,4,8000,9423,Outro,False,True,False,False
Rua Borges Lagoa,Vila Clementino,135,3,2,4000,6143,Outro,True,False,False,False
Rua Madre Cabrini,Vila Mariana,146,3,2,4000,6091,Sul,True,False,False,False
Rua Barao de Jaceguai,Campo Belo,201,3,5,15000,19100,Sul,True,False,False,False
Rua Embau,Vila Clementino,90,2,1,3200,4651,Outro,True,False,False,False
Avenida Acoce,Indianopolis,240,4,3,9200,14900,Outro,True,False,False,False
Alameda das Boninas,Mirandopolis,280,3,4,7200,11380,Outro,True,False,False,False
Rua Barao do Triunfo,Brooklin Paulista,109,2,1,4600,6618,Outro,True,False,False,False
Rua das Hortensias,Mirandopolis,336,4,3,10000,11550,Outro,False,True,False,False
Rua Antonio de Macedo Soares,Campo Belo,136,3,2,4000,5987,Sul,True,False,False,False
Rua Mauricio Francisco Klabin,Vila Mariana,115,3,4,4560,7596,Sul,True,False,False,False
Rua Barao Triunfo,Brooklin Paulista,108,2,1,4600,6757,Outro,True,False,False,False
Alameda dos Araes,Planalto Paulista,157,3,3,7200,7986,Outro,False,True,False,False
Avenida Juruce,Indianopolis,305,4,4,9500,14200,Outro,True,False,False,False
Rua Major Freire,Vila Monte Alegre,320,4,4,6000,7782,Outro,False,True,False,False
Rua Santa Justina,Vila Olimpia,110,3,1,3702,5409,Outro,True,False,False,False
Rua Conde de Porto Alegre,Campo Belo,200,0,4,12500,12790,Sul,False,True,False,False
Rua Gaivota,Moema,180,4,2,12000,15210,Sul,True,False,False,False
Rua Guaraiuva,Cidade Moncoes,230,3,4,15000,21620,Outro,True,False,False,False
Alameda dos Guaramomis,Planalto Paulista,220,4,3,15000,20780,Outro,True,False,False,False
Rua Domingos Augusto Setti,Outros,117,3,2,4280,6989,Outro,True,False,False,False
Rua Serranos,Outros,183,3,2,3760,3905,Outro,False,True,False,False
"Rua Conde de Porto Alegre, 606, Campo Belo",Campo Belo,150,3,2,4200,4761,Sul,False,True,False,False
Rua das Sempre-vivas,Jardim das Acacias,150,3,1,5000,5812,Outro,False,True,False,False
Rua Loefgren,Vila Clementino,96,3,2,4000,5700,Outro,True,False,False,False
Avenida Divino Salvador,Planalto Paulista,69,2,1,4500,5824,Outro,True,False,False,False
Avenida Senador Casemiro da Rocha,Mirandopolis,138,3,2,8000,10610,Outro,True,False,False,False
Rua Edson,Campo Belo,311,4,6,15000,25510,Sul,True,False,False,False
Rua Grauna,Outros,82,2,1,3700,5061,Outro,True,False,False,False
Rua California,Cidade Moncoes,105,2,2,10230,12360,Outro,True,False,False,False
Rua Florida,Cidade Moncoes,100,3,2,6000,7874,Outro,True,False,False,False
Rua Doutor Fadlo Haidar,Vila Olimpia,96,3,2,9900,11890,Outro,True,False,False,False
Rua Alvaro Rodrigues,Outros,160,3,2,6500,9649,Outro,True,False,False,False
Rua Antonio de Macedo Soares,Campo Belo,155,3,3,13000,16860,Sul,True,False,False,False
Avenida Acoce,Indianopolis,119,3,1,5160,8359,Outro,True,False,False,False
Rua Inhambu,Outros,130,3,2,7500,11460,Outro,True,False,False,False
Alameda dos Anapurus,Indianopolis,142,2,2,9500,12070,Outro,True,False,False,False
Rua California,Cidade Moncoes,116,3,2,7200,9577,Outro,True,False,False,False
Rua Volta Redonda,Campo Belo,180,4,3,12700,15970,Sul,True,False,False,False
Rua Getulio Soares da Rocha,Jardim das Acacias,103,3,2,7000,8243,Outro,True,False,False,False
Avenida Nova Independencia,Brooklin Paulista,119,3,2,9000,12170,Outro,True,False,False,False
Rua Georgia,Campo Belo,72,2,1,3400,4647,Sul,True,False,False,False
Rua Palermo,Outros,150,3,2,3700,3991,Outro,False,True,False,False
Rua Doutor Bacelar,Vila Clementino,73,2,1,6500,7282,Outro,True,False,False,False
Rua Volta Redonda,Campo Belo,180,3,3,15000,18650,Sul,True,False,False,False
Rua Baluarte,Vila Olimpia,90,2,1,2500,3361,Outro,True,False,False,False
"Vila da Saude, Sao Paulo - Sp, 04055-040, Brasil",Vila da Saude,160,4,1,4500,5033,Outro,False,True,False,False
Avenida Jabaquara,Mirandopolis,96,3,1,3300,5010,Outro,True,False,False,False
Rua Coronel Conrado Siqueira Campos,Jardim das Acacias,98,3,2,3500,4888,Outro,True,False,False,False
Rua Vieira de Morais,Campo Belo,145,3,2,5000,6924,Sul,True,False,False,False
Rua Barao do Triunfo,Brooklin Paulista,102,2,0,3370,4611,Outro,True,False,False,False
Rua General Eloy Alfaro,Vila Mariana,230,3,2,4530,4968,Sul,False,True,False,False
Rua Carneiro da Cunha,Vila da Saude,67,2,0,2600,3325,Outro,True,False,False,False
Rua Pascal,Campo Belo,192,4,3,10500,13870,Sul,True,False,False,False
Rua Gandavo,Vila Mariana,143,3,2,8000,9727,Sul,True,False,False,False
Rua Botucatu,Vila Clementino,75,2,0,2900,3976,Outro,True,False,False,False
Rua Fiandeiras,Vila Olimpia,69,2,1,5000,6244,Outro,True,False,False,False
Rua Comendador Miguel Calfat,Vila Nova Conceicao,155,3,2,7000,9710,Outro,True,False,False,False
Avenida Miguel Estefno,Vila da Saude,100,1,1,1489,1652,Outro,False,False,True,False
Rua Izar,Bosque da Saude,114,3,3,6000,7939,Outro,True,False,False,False
Rua Gabriel de Lara,Brooklin,140,4,2,6241,6869,Outro,False,True,False,False
Avenida Itaborai,Bosque da Saude,68,2,1,4000,5343,Outro,True,False,False,False
Rua Ituxi,Saude,186,3,3,4710,7981,Outro,True,False,False,False
Avenida Senador Casimiro da Rocha,Mirandopolis,84,3,2,5000,6791,Outro,True,False,False,False
Rua Joao de Sousa Dias,Campo Belo,112,3,1,3758,5024,Sul,True,False,False,False
Rua Moraes de Barros,Campo Belo,25,1,1,2500,2706,Sul,False,True,False,False
Rua Gandavo,Vila Clementino,200,3,1,13000,14250,Outro,False,True,False,False
Rua Alberto Afonso Martins,Vila Mariana,200,3,1,3150,5198,Sul,True,False,False,False
Rua Princesa Isabel,Brooklin Paulista,152,3,2,6500,9774,Outro,True,False,False,False
Rua Visconde de Inhauma,Vila da Saude,94,3,1,3950,5663,Outro,True,False,False,False
Rua Barao do Triunfo,Brooklin,78,1,1,15000,16560,Outro,True,False,False,False
Rua Julio Diniz,Vila Olimpia,200,3,2,6900,8027,Outro,False,True,False,False
Rua Indiana,Brooklin,124,4,2,15000,17630,Outro,True,False,False,False
Rua Doutor Diogo de Faria,Vila Clementino,167,4,1,2900,5087,Outro,True,False,False,False
Rua Guapiacu,Vila Clementino,400,4,3,15000,16640,Outro,False,True,False,False
Avenida Miguel Estefno,Vila da Saude,150,2,1,2040,2226,Outro,False,True,False,False
Rua Michigan,Cidade Moncoes,130,2,2,14000,16270,Outro,True,False,False,False
Avenida Doutor Altino Arantes,Vila Clementino,148,2,1,3000,4591,Outro,True,False,False,False
Alameda dos Tupiniquins,Planalto Paulista,454,4,5,15000,28700,Outro,True,False,False,False
Rua dos Caciques A,Vila da Saude,124,3,4,5150,5686,Outro,False,True,False,False
Rua Correia de Lemos,Chacara Inglesa,108,3,2,6700,8967,Outro,True,False,False,False
Avenida Irai,Indianopolis,30,1,0,3850,4483,Outro,False,False,False,True
Rua Inhambu,Outros,205,4,3,6500,10580,Outro,True,False,False,False
Rua Texas,Brooklin,120,3,2,5000,5083,Outro,False,True,False,False
Rua Demostenes,Campo Belo,160,3,3,6000,9168,Sul,True,False,False,False
Rua Getulio Soares da Rocha,Jardim das Acacias,66,2,1,5050,5999,Outro,True,False,False,False
Avenida Odila,Planalto Paulista,70,2,1,2600,3165,Outro,True,False,False,False
Rua Santina da Costa,Outros,202,3,5,4500,4925,Outro,False,True,False,False
Rua Maracana,Vila Ipojuca,25,1,0,1600,1762,Outro,False,False,False,True
Av Santo Antonio,Bela Vista,58,2,2,1800,2646,Centro,True,False,False,False
Rua Olivio B. Marcal,Outros,59,2,1,1640,2253,Outro,True,False,False,False
Rua Salem Bechara,Centro,38,1,1,2390,2959,Outro,True,False,False,False
Avenida Flora,Outros,65,2,1,1200,2015,Outro,True,False,False,False
Rua Conego Luis Vieira da Silva,Outros,70,2,1,1050,1187,Outro,False,True,False,False
Estrada das Rosas,Santa Maria,48,2,1,1450,2004,Outro,True,False,False,False
Avenida Valter Boveri,Outros,56,2,0,1500,1563,Outro,False,True,False,False
Rua Avelino Lopes,Centro,33,1,0,1650,1875,Outro,True,False,False,False
Avenida Sarah Veloso,Outros,61,2,1,3000,3517,Outro,True,False,False,False
Rua Antonio Vieira dos Santos,Outros,60,2,0,1200,1307,Outro,True,False,False,False
Avenida Hildebrando de Lima,Outros,40,1,0,1110,1300,Outro,False,False,False,True
Rua Otavio Tucunduva Faria,Outros,120,2,3,3900,4391,Outro,False,True,False,False
Rua Piauiense,Outros,25,1,0,768,800,Outro,False,True,False,False
Rua Engenheiro Jose Amadei,Outros,125,2,2,1700,1819,Outro,False,True,False,False
Rua Vitorio Tafarello,Outros,50,1,0,780,813,Outro,False,True,False,False
Rua Benedita Aparecida Nogueira,Outros,166,3,3,3200,3465,Outro,False,True,False,False
Rua Piauiense,Outros,44,1,0,1151,1200,Outro,False,True,False,False
Avenida Novo Osasco,Outros,58,2,1,1500,2124,Outro,True,False,False,False
Rua Iracema Senna Cerqueira dos Santos,Outros,180,4,2,3400,3716,Outro,False,True,False,False
Avenida Edmundo Amaral,Outros,58,2,1,1200,1973,Outro,True,False,False,False
Avenida Presidente Joao Goulart,Outros,65,3,1,2900,3629,Outro,True,False,False,False
Rua Paulo Licio Rizzo,Centro,109,3,2,3000,4524,Outro,True,False,False,False
Rua Jubair Celestino,Outros,38,2,1,2400,2892,Outro,True,False,False,False
Rua Caminha de Amorim,Alto de Pinheiros,300,6,2,11900,13360,Outro,False,True,False,False
Rua Professor Jose Azevedo Minhoto,Outros,35,1,0,950,1237,Outro,True,False,False,False
Rua Madre Joana Zonca,Outros,253,4,5,3290,3743,Outro,False,True,False,False
Rua Olivio Basilio Marcal,Outros,53,2,2,2176,2706,Outro,True,False,False,False
Rua Antonio Peres Paniagua,Outros,226,2,1,2850,2992,Outro,False,True,False,False
Rua Antonio Peres Paniagua,Outros,196,2,1,2500,2773,Outro,False,True,False,False
Rua Arquiteto Jaime Fonseca Rodrigues,Alto de Pinheiros,320,5,2,13000,15220,Outro,False,True,False,False
Rua Rui Barbosa,Outros,103,2,1,3900,4152,Outro,False,True,False,False
Rua Achiles Beline,Outros,48,2,1,1985,2555,Outro,True,False,False,False
Via Transversal Sul,Outros,45,2,1,800,1178,Outro,True,False,False,False
Rua Dalia,Outros,110,3,2,4000,4350,Outro,False,True,False,False
Passagem Francisco Gomes de Moraes,Outros,140,3,1,1680,1891,Outro,False,True,False,False
Rua Reseda,Outros,250,3,2,3600,4068,Outro,False,True,False,False
Rua Claudio Aparecido Oliveira,Outros,60,2,1,1430,2063,Outro,True,False,False,False
Rua Padre Vieira,Outros,36,2,1,2400,3182,Outro,True,False,False,False
Rua Laura Sfasciotti Bernardi,Santa Maria,48,2,1,2800,3372,Outro,True,False,False,False
Avenida Yara,Outros,65,2,1,2000,2860,Outro,True,False,False,False
Rua Santa Marcela,Outros,60,2,1,1500,2231,Outro,True,False,False,False
Avenida General Pedro Pinho,Outros,65,2,1,2000,2433,Outro,True,False,False,False
Rua Deputado Emilio Carlos,Outros,67,3,1,4000,4832,Outro,True,False,False,False
Rua Luis Cesar Pannain,Lapa,384,3,5,15000,17140,Oeste,False,True,False,False
Rua Manaca,Outros,84,2,2,3000,3287,Outro,False,True,False,False
Rua Marques de Sabara,Outros,170,4,3,5000,8779,Outro,True,False,False,False
Rua Caramboleira,Outros,52,2,1,1700,2392,Outro,True,False,False,False
Avenida Edmundo Amaral,Outros,57,2,1,1200,1973,Outro,True,False,False,False
Avenida das Flores,Outros,75,2,1,3200,4041,Outro,True,False,False,False
R Emilia Pilon,Outros,41,2,1,1450,1796,Outro,True,False,False,False
Rua Inacio Manuel Alvares,Outros,66,2,2,2473,3451,Outro,True,False,False,False
Rua Alice Manholer Piteri,Outros,98,3,3,4000,5440,Outro,True,False,False,False
Rua Lourenco Collino,Outros,37,1,1,1700,2366,Outro,True,False,False,False
Rua Glauber Rocha,Santa Maria,70,2,1,1500,1713,Outro,False,True,False,False
Rua Santa Terezinha,Outros,234,2,2,3500,3940,Outro,False,True,False,False
Avenida Capistrano de Abreu,Outros,50,2,1,2500,3287,Outro,True,False,False,False
Rua Alberto Cortez,Outros,160,3,2,2921,3245,Outro,False,True,False,False
Rua Flavio Iazzetti,Outros,199,4,2,6000,7510,Outro,False,True,False,False
Rua Saverio Quadrio,Outros,44,2,1,1300,1600,Outro,True,False,False,False
Rua Fradique Coutinho,Pinheiros,135,3,2,6200,10130,Oeste,True,False,False,False
Rua Doutor Paulo Ribeiro Coelho,Outros,218,3,2,3400,3728,Outro,False,True,False,False
Rua Carlos Lima Morel,Outros,170,4,3,9900,12950,Outro,True,False,False,False
Rua Caramboleira,Outros,48,2,1,1800,2414,Outro,True,False,False,False
Rua Professor Luis Eulalio de Bueno Vidigal,Centro,53,2,2,2200,2806,Outro,True,False,False,False
Rua Sanazar Mardiros,Outros,38,1,1,2000,2756,Outro,True,False,False,False
Avenida Antonio Carlos Costa,Bela Vista,43,1,0,1500,1558,Centro,True,False,False,False
Rua General Florencio,Outros,50,1,1,2500,2731,Outro,False,True,False,False
Rua Umburanas,Alto de Pinheiros,280,4,6,15000,17080,Outro,False,True,False,False
Rua Realengo,Alto de Pinheiros,272,4,3,14000,18240,Outro,True,False,False,False
Rua Jatoba,Outros,20,1,0,799,860,Outro,False,False,False,True
Rua Santina da Costa,Outros,180,3,0,5000,5433,Outro,False,True,False,False
Rua Pernambucana,Outros,48,2,1,1700,2271,Outro,True,False,False,False
Rua Sao Nicolau,Outros,50,1,0,800,934,Outro,False,True,False,False
Rua Capitao Alceu Vieira,Vila Ipojuca,134,3,2,12000,13780,Outro,True,False,False,False
Rua Achiles Belline,Outros,48,2,1,1600,2352,Outro,True,False,False,False
Rua Jose Alencar Castelo Branco,Outros,229,4,2,7300,8718,Outro,False,True,False,False
Rua Barao de Campos Gerais,Outros,424,3,4,11000,21320,Outro,True,False,False,False
Avenida Mauro Marques da Silva,Outros,250,4,3,3800,4345,Outro,False,True,False,False
Rua Iracema Senna Cerqueira dos Santos,Outros,170,3,1,2600,2710,Outro,False,True,False,False
Rua Professor Luis Eulalio de Bueno Vidigal,Centro,32,1,1,2400,2775,Outro,True,False,False,False
Rua Andre Thomas,Outros,331,3,6,5500,6225,Outro,False,True,False,False
Rua Joao Guimaraes Rosa,Outros,80,2,1,1300,1430,Outro,False,True,False,False
Avenida Praia Grande,Outros,560,6,6,5500,6483,Outro,False,True,False,False
Rua Jose Pereira de Carvalho,Outros,250,4,2,7500,8045,Outro,False,True,False,False
Rua Julio Nunes de Rego,Outros,170,3,3,2200,2448,Outro,False,True,False,False
Rua Eusebio de Paula Marcondes,Outros,70,3,1,1400,1948,Outro,True,False,False,False
Rua Achiles Belline,Outros,57,2,1,2200,2284,Outro,True,False,False,False
Rua Capistrano de Abreu,Outros,52,2,1,1900,2619,Outro,True,False,False,False
Rua Antonio Russo,Outros,85,2,0,1100,1147,Outro,False,True,False,False
Rua Achiles Beline,Outros,53,2,1,1462,2087,Outro,True,False,False,False
Avenida Sao Paulo Parana,Butanta,77,3,1,2700,3448,Outro,True,False,False,False
Rua Sabia,Outros,100,1,0,1100,1217,Outro,False,True,False,False
Rua Alvaro Alvin,Outros,249,4,4,7300,7897,Outro,False,True,False,False
Estrada das Violetas,Santa Maria,44,2,1,950,1383,Outro,True,False,False,False
Rua Jorge Rizzo,Pinheiros,102,4,2,5000,7030,Oeste,True,False,False,False
Rua Vicente Alves da Silva,Outros,50,2,1,2200,3022,Outro,True,False,False,False
Rua Padre Paulo Canelles,Outros,149,3,4,4000,4170,Outro,False,True,False,False
Rua Heitor Penteado,Sumarezinho,105,3,1,5000,6691,Outro,True,False,False,False
Rua Antonio Peres Paniagua,Outros,46,2,1,1000,1402,Outro,True,False,False,False
Rua Giusepe Ferrari,Outros,250,4,3,6000,6530,Outro,False,True,False,False
Avenida Casper Libero,Outros,83,3,2,2150,2988,Outro,True,False,False,False
Rua Doutor Teodoro Quartim Barbosa,Outros,168,3,2,4000,6445,Outro,True,False,False,False
Avenida Julio de Mesquita,Bela Vista,65,1,1,1800,2010,Centro,False,True,False,False
Avenida Julio de Mesquita,Bela Vista,65,2,0,1800,2010,Centro,False,True,False,False
Avenida Franz Voegeli,Outros,40,1,1,2300,3039,Outro,True,False,False,False
Avenida Hilario Pereira de Souza,Centro,70,2,1,2950,3686,Outro,True,False,False,False
Avenida Jose Barbosa de Siqueira,Outros,50,2,1,1700,2241,Outro,True,False,False,False
Rua Kabul,Outros,160,4,1,5679,6022,Outro,False,True,False,False
Rua Berlioz,Alto de Pinheiros,400,5,6,15000,18050,Outro,False,True,False,False
Rua Tilia,Outros,49,1,0,930,974,Outro,False,True,False,False
Rua Olidio Rocato,Outros,176,4,2,2700,2974,Outro,False,True,False,False
Avenida Manoel de Nobrega,Outros,399,4,5,8500,8926,Outro,False,True,False,False
Rua Doutor Washington Pedro Lanzzelotti,Outros,59,1,0,1200,1251,Outro,False,True,False,False
Rua Doutor Washington Pedro Lanzzelotti,Outros,60,1,0,1200,1251,Outro,False,True,False,False
Rua Doutor Washington Pedro Lanzzelotti,Outros,60,2,0,1300,1355,Outro,False,True,False,False
